,Age,Age_group,Education,Marital_Status,Income,Children,Dt_Customer,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,Total_Spending,NumDeals,NumWeb,NumCatalog,NumStore,NumWebVisits,Total_Purchases,Avg_spend,Cmp3,Cmp4,Cmp5,Cmp1,Cmp2,Complain,Response,Campaign_Accepted
548,46,Adult,Graduate,Married,19514.0,2,2014-01-26,47,14,3,21,2,1,28,69,4,3,1,2,8,6,1.5,1,0,0,0,0,0,1,2
549,41,Middle Age,Postgraduate,Married,27159.0,2,2014-03-29,33,17,0,3,0,0,1,21,2,1,0,3,6,4,2.0,0,0,0,0,0,0,0,0
550,51,Adult,Postgraduate,Single,39548.0,2,2014-03-31,87,15,4,10,3,4,18,54,2,1,1,3,3,5,2.5,0,0,0,0,0,0,0,0
551,25,Middle Age,Graduate,Single,21474.0,1,2014-04-08,0,6,16,24,11,0,34,91,2,3,1,2,7,6,3.0,1,0,0,0,0,0,1,2
552,43,Middle Age,Postgraduate,Single,60504.0,1,2014-02-07,73,458,0,24,6,4,34,526,2,6,2,8,6,16,8.0,0,0,0,0,0,0,0,0
553,50,Adult,Graduate,Married,22419.0,0,2013-04-18,74,30,3,47,19,21,42,162,1,3,2,2,8,7,7.0,0,0,0,0,0,0,0,0
554,64,Adult,Postgraduate,Married,81698.0,0,2013-11-06,4,179,28,520,111,123,47,1008,1,3,8,13,1,24,24.0,0,0,0,0,0,0,1,1
555,60,Adult,Graduate,Married,43462.0,2,2012-09-12,50,90,17,97,15,6,15,240,6,4,1,5,8,10,1.6666666666666667,0,0,0,0,0,0,0,0
556,35,Middle Age,Postgraduate,Single,54880.0,1,2013-03-01,57,308,85,137,102,45,118,795,2,6,2,11,5,19,9.5,0,0,0,0,0,0,0,0
557,31,Middle Age,Graduate,Married,79908.0,0,2013-04-05,30,557,129,761,29,185,111,1772,1,5,6,7,2,18,18.0,0,0,1,0,0,0,0,1
558,43,Middle Age,Postgraduate,Married,15315.0,0,2013-08-03,27,7,4,13,15,8,17,64,2,2,0,4,5,6,3.0,0,0,0,0,0,0,0,0
559,54,Adult,Graduate,Married,87771.0,1,2013-05-22,61,1492,38,287,50,57,33,1957,1,5,10,4,6,19,19.0,0,1,1,1,1,0,1,5
560,35,Middle Age,Graduate,Married,33039.0,1,2013-09-09,4,30,8,12,8,8,12,78,1,2,0,4,5,6,6.0,0,0,0,0,0,0,0,0
561,33,Middle Age,Graduate,Single,81741.0,0,2013-06-16,75,249,153,940,58,134,38,1572,0,6,6,7,2,19,inf,0,0,0,0,0,0,0,0
562,42,Middle Age,Postgraduate,Married,71499.0,1,2013-06-25,12,465,25,132,136,0,37,795,2,8,3,13,4,24,12.0,0,0,0,0,0,0,0,0
563,44,Middle Age,Postgraduate,Married,62466.0,1,2014-01-15,13,129,129,259,168,121,83,889,5,6,3,12,4,21,4.2,0,0,0,0,0,0,0,0
564,50,Adult,Postgraduate,Divorced,48799.0,1,2013-11-05,9,174,18,81,28,6,24,331,3,3,2,7,3,12,4.0,0,0,0,0,0,0,0,0
565,64,Adult,Postgraduate,Married,52157.0,1,2014-06-07,48,189,2,29,3,2,40,265,2,3,2,5,4,10,5.0,0,0,0,0,0,0,0,0
566,50,Adult,Graduate,Single,66565.0,1,2012-12-05,80,747,10,161,65,40,42,1065,4,4,2,9,8,15,3.75,0,0,0,0,0,0,0,0
567,62,Adult,Postgraduate,Married,29298.0,2,2013-09-07,60,6,0,2,2,0,1,11,1,1,0,2,5,3,3.0,0,0,0,0,0,0,0,0
568,34,Middle Age,Graduate,Single,47691.0,1,2013-07-05,43,14,0,3,0,0,4,21,1,1,0,2,6,3,3.0,0,0,0,0,0,0,0,0
569,42,Middle Age,Graduate,Married,38200.0,2,2012-12-07,19,12,0,4,0,0,1,17,1,1,0,2,7,3,3.0,0,0,0,0,0,0,0,0
570,38,Middle Age,Graduate,Married,44989.0,1,2012-09-12,26,98,0,106,49,10,106,369,5,5,1,5,6,11,2.2,0,0,0,0,0,0,0,0
571,46,Adult,Postgraduate,Married,38443.0,2,2014-01-27,58,32,0,5,0,0,1,38,2,1,0,3,7,4,2.0,0,0,0,0,0,0,0,0
572,35,Middle Age,Postgraduate,Single,38593.0,1,2013-09-13,42,51,12,49,17,24,24,177,3,4,1,3,8,8,2.6666666666666665,0,0,0,0,0,0,0,0
573,43,Middle Age,Postgraduate,Married,64413.0,1,2013-08-01,27,200,5,44,0,10,20,279,1,5,1,5,5,11,11.0,0,0,0,0,0,0,0,0
574,32,Middle Age,Postgraduate,Married,36959.0,1,2013-10-02,56,25,6,25,6,0,0,62,2,2,0,3,8,5,2.5,0,0,0,0,0,0,0,0
575,36,Middle Age,Postgraduate,Married,61996.0,1,2013-01-31,27,1050,12,144,0,0,24,1230,3,6,4,8,5,18,6.0,0,1,0,1,1,0,1,4
576,46,Adult,Graduate,Married,51287.0,2,2014-04-01,10,117,0,22,13,0,30,182,3,4,1,3,7,8,2.6666666666666665,0,0,0,0,0,0,0,0
577,43,Middle Age,Graduate,Married,13260.0,2,2013-08-23,48,9,4,17,10,2,7,49,4,3,0,3,8,6,1.5,0,0,0,0,0,0,0,0
578,47,Adult,Postgraduate,Married,47472.0,2,2013-09-16,39,56,0,11,0,0,8,75,2,2,0,4,5,6,3.0,0,0,0,0,0,0,0,0
579,57,Adult,Postgraduate,Married,54603.0,2,2013-07-09,85,145,13,46,17,2,4,227,6,4,2,4,7,10,1.6666666666666667,0,0,0,0,0,0,0,0
580,38,Middle Age,Postgraduate,Married,45207.0,2,2012-11-10,64,203,0,10,0,0,2,215,5,3,1,6,6,10,2.0,0,1,0,0,0,0,0,1
582,46,Adult,Postgraduate,Married,47821.0,2,2013-10-20,54,9,0,16,6,6,10,47,1,1,0,3,8,4,4.0,0,0,0,0,0,0,0,0
583,62,Adult,Postgraduate,Married,27450.0,0,2013-04-15,57,37,12,23,8,11,52,143,1,2,1,3,7,6,6.0,0,0,0,0,0,0,0,0
584,31,Middle Age,Graduate,Married,39453.0,1,2014-04-03,64,46,0,7,0,0,2,55,2,2,0,3,6,5,2.5,0,0,0,0,0,0,0,0
585,43,Middle Age,Postgraduate,Married,26850.0,2,2014-04-18,10,31,1,13,7,2,9,63,4,2,1,4,4,7,1.75,0,0,0,0,0,0,0,0
586,57,Adult,Graduate,Widow,79800.0,0,2012-09-23,65,1060,21,530,32,0,224,1867,1,5,11,5,3,21,21.0,1,0,1,1,0,0,1,4
587,52,Adult,Postgraduate,Married,61794.0,1,2013-09-14,74,264,47,188,54,47,11,611,2,4,4,10,2,18,9.0,0,0,0,0,0,0,0,0
588,59,Adult,Graduate,Married,53863.0,1,2014-05-17,4,399,4,30,6,4,30,473,3,7,1,7,7,15,5.0,0,1,0,0,0,0,0,1
589,54,Adult,Graduate,Married,24221.0,0,2013-08-20,94,8,9,9,2,5,22,55,1,1,1,3,4,5,5.0,0,0,0,0,0,0,0,0
590,28,Middle Age,Postgraduate,Single,39684.0,1,2012-10-12,41,19,0,35,6,4,17,81,2,2,1,2,7,5,2.5,0,0,0,0,0,1,1,1
591,37,Middle Age,Postgraduate,Married,92163.0,0,2012-12-12,25,817,183,797,106,163,20,2086,0,5,11,5,2,21,inf,0,0,1,1,0,0,1,3
592,48,Adult,Postgraduate,Single,69882.0,0,2013-11-10,94,292,127,635,132,127,165,1478,1,3,7,9,1,19,19.0,0,0,0,0,0,0,0,0
593,37,Middle Age,Graduate,Married,33178.0,1,2014-01-30,9,12,6,2,11,2,16,49,1,1,0,3,4,4,4.0,0,0,0,0,0,0,0,0
594,41,Middle Age,Postgraduate,Married,59973.0,0,2013-09-11,47,130,30,168,20,34,0,382,1,3,4,7,1,14,14.0,0,0,0,0,0,0,0,0
595,38,Middle Age,Postgraduate,Married,17459.0,1,2013-09-19,12,6,4,16,3,10,30,69,3,3,1,2,7,6,2.0,0,0,0,0,0,0,1,1
596,43,Middle Age,Graduate,Divorced,23910.0,1,2012-10-26,80,16,12,18,7,1,13,67,1,2,0,3,7,5,5.0,0,0,0,0,0,0,0,0
597,44,Middle Age,Postgraduate,Married,42169.0,2,2013-10-19,20,19,0,9,0,0,2,30,2,1,0,3,8,4,2.0,0,0,0,0,0,0,0,0
598,35,Middle Age,Postgraduate,Married,26224.0,1,2013-06-04,39,4,7,15,13,9,15,63,3,2,1,3,6,6,2.0,0,0,0,0,0,0,0,0
599,31,Middle Age,Graduate,Married,31089.0,1,2012-08-17,57,31,3,31,2,8,4,79,3,3,0,4,8,7,2.3333333333333335,0,0,0,0,0,0,0,0
600,52,Adult,Graduate,Single,30081.0,1,2013-02-21,27,36,0,2,0,0,4,42,1,1,0,3,7,4,4.0,0,0,0,0,0,0,0,0
601,52,Adult,Graduate,Married,62807.0,1,2012-08-31,83,526,28,135,10,21,99,819,3,5,3,12,5,20,6.666666666666667,0,0,0,0,0,0,0,0
602,58,Adult,Graduate,Single,72906.0,0,2013-09-17,79,400,32,519,71,75,54,1151,1,3,4,9,1,16,16.0,0,0,0,0,0,0,0,0
603,64,Adult,Postgraduate,Married,61467.0,2,2012-12-09,69,410,16,114,0,5,49,594,3,5,2,10,5,17,5.666666666666667,0,0,0,0,0,0,0,0
604,47,Adult,Postgraduate,Married,49618.0,2,2013-01-26,77,80,3,26,4,2,14,129,4,3,1,3,7,7,1.75,0,0,0,0,0,0,0,0
605,26,Middle Age,Postgraduate,Single,21888.0,1,2012-12-29,15,88,10,46,2,3,64,213,4,5,1,2,10,8,2.0,0,0,0,0,0,0,1,1
607,57,Adult,Graduate,Divorced,26150.0,3,2013-03-11,61,5,1,13,3,5,1,28,1,1,0,3,7,4,4.0,0,0,0,0,0,0,0,0
608,37,Middle Age,Basic,Married,30801.0,1,2012-10-26,23,8,4,5,15,2,11,45,2,1,0,3,7,4,2.0,0,0,0,0,0,0,0,0
609,49,Adult,Graduate,Married,81168.0,0,2014-05-07,84,410,0,592,147,22,22,1193,1,6,4,7,3,17,17.0,0,0,0,1,0,0,0,1
610,44,Middle Age,Postgraduate,Single,26877.0,0,2013-08-19,74,101,13,76,20,18,40,268,2,3,1,6,6,10,5.0,0,0,0,0,0,0,0,0
611,69,Elderly,Postgraduate,Widow,45006.0,0,2013-07-18,90,162,25,53,16,0,10,266,1,3,1,7,3,11,11.0,0,0,0,0,0,0,0,0
612,39,Middle Age,Basic,Married,18978.0,1,2012-12-11,41,2,8,1,4,7,15,37,1,1,0,3,8,4,4.0,0,0,0,0,0,0,0,0
614,43,Middle Age,Postgraduate,Single,48240.0,0,2012-11-09,73,389,91,248,64,49,41,882,3,6,3,13,5,22,7.333333333333333,0,0,0,0,0,0,1,1
615,39,Middle Age,Graduate,Married,45837.0,2,2013-07-26,88,215,13,87,17,17,24,373,5,6,2,5,7,13,2.6,0,0,0,0,0,0,0,0
616,48,Adult,Postgraduate,Single,35791.0,3,2013-05-06,94,27,0,5,0,0,3,35,2,1,0,3,8,4,2.0,0,0,0,0,0,0,0,0
618,35,Middle Age,Graduate,Widow,54162.0,2,2013-03-18,31,5,6,10,6,5,10,42,1,1,0,3,4,4,4.0,0,0,0,0,0,0,0,0
619,52,Adult,Postgraduate,Married,30522.0,1,2012-08-17,6,179,8,83,19,11,26,326,5,1,2,9,2,12,2.4,0,0,0,0,0,0,0,0
620,52,Adult,Postgraduate,Married,54456.0,1,2013-07-11,23,352,0,27,10,0,15,404,3,6,1,7,6,14,4.666666666666667,0,0,0,0,0,0,0,0
621,42,Middle Age,Graduate,Single,31632.0,0,2013-07-14,92,17,8,12,11,15,32,95,1,2,1,2,7,5,5.0,0,0,0,0,0,0,0,0
622,65,Elderly,Graduate,Widow,72298.0,0,2014-03-10,52,625,35,169,58,17,35,939,1,4,3,6,1,13,13.0,0,1,1,0,0,0,0,2
623,35,Middle Age,Postgraduate,Single,36975.0,1,2013-12-28,50,10,6,11,0,4,2,33,1,1,0,3,7,4,4.0,0,0,0,0,0,0,0,0
624,58,Adult,Postgraduate,Married,72635.0,0,2013-06-03,54,390,22,323,104,35,107,981,1,6,8,6,3,20,20.0,0,0,0,1,0,0,0,1
625,37,Middle Age,Graduate,Married,13624.0,1,2013-01-20,93,10,2,15,2,1,6,36,2,2,0,3,6,5,2.5,0,0,0,0,0,0,0,0
626,38,Middle Age,Graduate,Single,84196.0,1,2013-06-03,56,215,63,507,231,31,190,1237,1,8,4,7,3,19,19.0,0,0,0,0,0,0,0,0
627,52,Adult,Graduate,Married,70971.0,1,2012-09-21,28,1001,17,572,93,125,17,1825,7,11,11,5,7,27,3.857142857142857,0,0,0,0,0,0,1,1
628,35,Middle Age,Postgraduate,Divorced,34487.0,2,2012-09-06,94,19,18,33,24,1,8,103,3,3,0,3,9,6,2.0,0,0,0,0,0,0,0,0
629,35,Middle Age,Graduate,Single,28769.0,1,2012-12-18,76,41,5,129,10,3,3,191,3,4,1,4,9,9,3.0,0,0,0,0,0,0,0,0
630,43,Middle Age,Postgraduate,Married,69084.0,1,2013-11-19,43,1181,107,199,39,30,30,1586,2,7,3,13,8,23,11.5,0,0,0,0,0,0,0,0
631,56,Adult,Postgraduate,Married,65488.0,0,2014-06-13,46,603,45,207,36,18,54,963,1,3,4,6,1,13,13.0,0,0,0,0,0,0,0,0
633,54,Adult,Postgraduate,Single,32218.0,0,2014-02-15,27,10,24,15,13,1,30,93,1,2,1,3,7,6,6.0,1,0,0,0,0,0,1,2
634,40,Middle Age,Graduate,Single,83917.0,0,2013-04-18,12,514,22,732,42,198,79,1587,1,6,7,7,3,20,20.0,0,0,0,0,0,0,1,1
635,52,Adult,Graduate,Divorced,46102.0,3,2014-03-10,3,14,0,1,0,0,1,16,1,1,0,2,7,3,3.0,0,0,0,0,0,0,0,0
636,61,Adult,Graduate,Single,84574.0,0,2013-06-04,72,387,20,713,38,54,163,1375,1,9,11,11,5,31,31.0,0,0,0,0,0,0,0,0
637,51,Adult,Graduate,Married,56181.0,1,2013-01-08,6,121,103,69,8,44,48,393,1,4,2,7,4,13,13.0,0,0,0,0,0,0,0,0
638,62,Adult,Postgraduate,Divorced,63120.0,1,2012-09-28,53,965,69,279,54,41,69,1477,5,8,4,9,7,21,4.2,0,0,0,0,0,0,1,1
639,42,Middle Age,Graduate,Married,73691.0,1,2013-11-06,58,707,21,250,85,43,73,1179,2,6,2,8,2,16,8.0,1,0,0,0,0,0,0,1
641,66,Elderly,Postgraduate,Married,76140.0,0,2014-05-13,57,586,66,653,17,0,26,1348,1,5,9,6,2,20,20.0,0,0,0,0,0,0,0,0
642,53,Adult,Postgraduate,Divorced,62859.0,1,2012-12-30,37,1063,89,102,16,12,25,1307,4,9,4,6,6,19,4.75,0,0,0,0,0,0,0,0
643,49,Adult,Graduate,Single,45906.0,1,2013-05-07,20,305,3,27,4,3,144,486,2,5,4,4,5,13,6.5,1,0,0,0,0,0,0,1
644,66,Elderly,Postgraduate,Married,77632.0,0,2013-03-10,73,1200,105,758,0,42,147,2252,1,4,2,6,2,12,12.0,0,1,1,0,0,0,1,3
645,42,Middle Age,Postgraduate,Married,46463.0,2,2013-08-18,56,163,2,40,8,11,11,235,7,3,1,6,6,10,1.4285714285714286,0,0,0,0,0,0,0,0
646,43,Middle Age,Graduate,Married,105471.0,0,2013-01-21,36,1009,181,104,202,21,207,1724,0,9,8,13,3,30,inf,0,0,1,1,0,0,1,3
647,43,Middle Age,Postgraduate,Divorced,55282.0,1,2013-12-13,9,125,6,73,8,4,19,235,1,3,1,6,4,10,10.0,0,0,0,0,0,0,0,0
648,37,Middle Age,Postgraduate,Married,78710.0,1,2014-05-23,42,721,0,152,119,50,50,1092,3,7,6,12,4,25,8.333333333333334,0,0,0,0,0,0,0,0
649,55,Adult,Graduate,Married,66886.0,1,2013-09-16,28,315,4,62,41,31,146,599,2,7,1,7,5,15,7.5,0,0,0,0,0,0,0,0
650,54,Adult,Postgraduate,Single,98777.0,0,2014-02-17,23,1000,19,711,125,115,38,2008,0,4,6,9,1,19,inf,0,1,0,0,0,0,0,1
651,27,Middle Age,Graduate,Married,29103.0,1,2012-08-27,38,16,0,17,6,3,6,48,2,1,0,3,9,4,2.0,0,0,0,0,0,0,0,0
652,38,Middle Age,Graduate,Married,67445.0,1,2012-08-12,63,757,80,217,29,80,11,1174,5,9,6,12,6,27,5.4,0,0,0,0,0,0,0,0
653,64,Adult,Postgraduate,Married,50616.0,1,2014-04-13,71,30,2,25,0,1,9,67,1,1,1,4,2,6,6.0,0,0,0,0,0,0,0,0
654,57,Adult,Graduate,Divorced,49431.0,1,2012-08-03,9,219,3,100,26,0,17,365,2,7,1,5,8,13,6.5,0,0,0,0,0,0,0,0
656,61,Adult,Graduate,Married,61278.0,1,2014-01-04,87,111,3,28,2,6,15,165,2,3,1,4,6,8,4.0,0,0,0,0,0,0,0,0
658,66,Elderly,Postgraduate,Married,73059.0,1,2013-08-31,36,410,112,420,0,82,71,1095,1,9,3,13,4,25,25.0,0,0,0,0,0,0,0,0
659,47,Adult,Postgraduate,Single,46734.0,3,2013-10-21,86,100,1,39,6,1,76,223,4,3,2,3,6,8,2.0,1,0,0,0,0,0,0,1
660,49,Adult,Graduate,Married,56253.0,1,2012-12-07,83,509,0,65,7,11,5,597,4,7,2,9,6,18,4.5,0,0,0,0,0,0,0,0
662,38,Middle Age,Graduate,Widow,58330.0,1,2013-12-25,87,445,53,213,104,98,151,1064,1,6,4,13,4,23,23.0,0,0,0,0,0,0,0,0
663,32,Middle Age,Basic,Married,25965.0,0,2012-09-07,29,2,2,11,41,7,11,74,1,2,0,3,8,5,5.0,0,0,0,0,0,0,0,0
664,57,Adult,Postgraduate,Married,14661.0,0,2013-01-01,88,4,1,11,6,2,2,26,1,1,0,3,6,4,4.0,0,0,0,0,0,0,0,0
665,53,Adult,Graduate,Married,18690.0,0,2012-12-28,77,6,1,7,23,4,19,60,1,1,1,2,8,4,4.0,0,0,0,0,0,0,0,0
666,39,Middle Age,Postgraduate,Married,45068.0,1,2013-05-16,25,14,0,3,0,0,3,20,1,1,0,2,7,3,3.0,0,0,0,0,0,0,0,0
667,26,Middle Age,Basic,Single,21063.0,1,2013-09-25,34,1,10,11,19,3,15,59,2,2,0,3,6,5,2.5,0,0,0,0,0,0,0,0
668,45,Adult,Postgraduate,Married,29187.0,1,2013-05-09,43,26,0,6,0,0,2,34,1,1,0,3,8,4,4.0,0,0,0,0,0,0,0,0
669,42,Middle Age,Postgraduate,Married,54690.0,2,2013-11-07,76,111,16,37,7,9,18,198,3,3,1,5,3,9,3.0,0,0,0,0,0,0,0,0
670,49,Adult,Postgraduate,Married,59304.0,1,2013-07-29,81,418,61,428,80,51,10,1048,3,7,8,10,5,25,8.333333333333334,0,0,0,0,0,0,0,0
671,51,Adult,Postgraduate,Single,59247.0,2,2013-11-08,87,327,9,122,19,14,83,574,5,5,2,9,6,16,3.2,0,0,0,0,0,0,0,0
672,42,Middle Age,Graduate,Widow,66731.0,1,2012-09-12,33,371,159,194,58,106,141,1029,4,4,3,6,3,13,3.25,0,0,0,0,0,0,0,0
673,33,Middle Age,Graduate,Married,77353.0,1,2013-12-16,38,275,59,107,69,101,59,670,2,6,4,8,4,18,9.0,0,0,0,0,0,0,0,0
675,40,Middle Age,Graduate,Married,26751.0,2,2014-05-22,26,1,1,5,0,3,1,11,1,1,0,2,8,3,3.0,0,0,0,0,0,0,0,0
676,49,Adult,Postgraduate,Married,81300.0,1,2012-10-30,17,1004,12,145,32,12,36,1241,3,10,3,5,5,18,6.0,0,0,0,1,0,0,1,2
677,35,Middle Age,Graduate,Single,70337.0,0,2014-01-02,75,187,81,149,25,43,91,576,1,2,2,12,1,16,16.0,0,0,0,0,0,0,0,0
678,28,Middle Age,Postgraduate,Married,36145.0,1,2013-06-16,13,56,4,76,17,1,18,172,4,4,1,3,9,8,2.0,1,0,0,0,0,0,1,2
679,33,Middle Age,Postgraduate,Single,65295.0,0,2013-12-23,19,365,32,117,34,110,6,664,1,3,3,13,2,19,19.0,0,0,0,0,0,0,0,0
680,50,Adult,Graduate,Divorced,68118.0,1,2013-10-18,51,595,23,123,10,23,154,928,2,8,9,4,6,21,10.5,0,0,0,0,0,0,0,0
681,45,Adult,Graduate,Divorced,68743.0,0,2012-08-30,81,1132,134,384,175,134,115,2074,1,11,5,13,7,29,29.0,0,0,0,0,0,0,0,0
682,31,Middle Age,Postgraduate,Married,41039.0,0,2013-07-25,32,34,11,137,179,61,45,467,1,8,1,5,8,14,14.0,0,0,0,0,0,0,0,0
683,58,Adult,Graduate,Married,38946.0,1,2013-10-24,84,116,6,82,6,6,41,257,2,3,1,6,5,10,5.0,0,0,0,0,0,0,0,0
684,46,Adult,Graduate,Married,65777.0,0,2013-12-19,87,565,32,435,28,32,54,1146,1,2,8,6,1,16,16.0,0,0,0,0,0,0,0,0
685,37,Middle Age,Postgraduate,Divorced,66476.0,1,2013-03-07,99,372,18,126,47,48,78,689,2,5,2,11,4,18,9.0,0,0,0,0,0,0,0,0
686,40,Middle Age,Postgraduate,Single,86857.0,0,2012-09-12,96,899,102,838,133,102,40,2114,1,5,6,10,2,21,21.0,0,0,0,0,0,0,1,1
688,25,Middle Age,Postgraduate,Married,77845.0,0,2014-05-16,40,760,40,480,0,40,26,1346,1,3,5,12,1,20,20.0,0,0,1,1,0,0,0,2
689,44,Middle Age,Postgraduate,Married,69476.0,0,2013-09-30,3,260,86,559,63,9,67,1044,1,4,6,4,2,14,14.0,0,0,0,0,0,0,0,0
690,52,Adult,Postgraduate,Divorced,50611.0,1,2012-10-04,98,459,0,24,6,0,4,493,6,4,5,7,6,16,2.6666666666666665,0,1,0,0,0,0,1,2
691,43,Middle Age,Graduate,Single,61209.0,0,2013-08-25,73,466,0,224,119,49,99,957,1,5,3,4,2,12,12.0,0,0,0,0,0,0,0,0
692,55,Adult,Postgraduate,Married,42315.0,1,2013-07-12,90,67,15,80,17,11,80,270,3,1,4,4,3,9,3.0,0,0,0,0,0,0,0,0
693,61,Adult,Basic,Married,13084.0,0,2013-11-02,29,2,0,7,3,7,10,29,1,1,0,3,6,4,4.0,0,0,0,0,0,0,0,0
694,64,Adult,Postgraduate,Widow,47570.0,2,2013-05-29,3,67,1,20,0,2,31,121,3,2,2,2,7,6,2.0,0,0,0,0,0,0,1,1
695,52,Adult,Postgraduate,Married,61923.0,2,2013-07-26,94,92,4,18,3,3,6,126,1,2,1,4,3,7,7.0,0,0,0,0,0,0,0,0
696,19,Young Adult,Graduate,Single,34824.0,0,2014-03-26,65,4,2,11,2,0,4,23,1,1,0,2,6,3,3.0,0,0,0,0,0,0,0,0
697,64,Adult,Postgraduate,Single,26518.0,2,2013-04-08,33,20,1,28,3,3,2,57,3,2,0,3,8,5,1.6666666666666667,0,0,0,0,0,0,1,1
698,52,Adult,Graduate,Single,45938.0,0,2013-11-03,46,273,11,178,62,83,29,636,2,8,4,6,6,18,9.0,0,0,0,0,0,0,0,0
699,54,Adult,Graduate,Married,78468.0,0,2014-04-09,29,434,22,388,104,22,34,1004,1,10,7,10,4,27,27.0,0,0,0,1,0,0,0,1
700,40,Middle Age,Graduate,Divorced,78901.0,1,2013-09-17,99,321,11,309,33,26,34,734,3,9,3,5,4,17,5.666666666666667,0,0,0,0,0,0,0,0
701,36,Middle Age,Graduate,Married,71427.0,2,2014-03-12,26,212,123,177,15,64,23,614,2,8,2,8,4,18,9.0,0,0,0,0,0,0,0,0
702,36,Middle Age,Graduate,Divorced,71022.0,1,2014-02-11,30,909,12,278,0,12,242,1453,3,5,2,11,8,18,6.0,1,0,0,0,0,0,0,1
703,26,Middle Age,Postgraduate,Single,90247.0,0,2014-04-29,27,1184,32,352,21,16,16,1621,1,3,4,7,1,14,14.0,0,1,1,1,0,0,1,4
704,45,Adult,Postgraduate,Divorced,41335.0,1,2013-12-26,24,112,19,21,16,14,5,187,3,4,1,4,7,9,3.0,0,0,0,0,0,0,0,0
706,44,Middle Age,Postgraduate,Divorced,35682.0,1,2014-06-27,34,23,0,8,6,2,18,57,1,1,1,3,2,5,5.0,0,0,0,0,0,0,0,0
707,62,Adult,Graduate,Divorced,43185.0,1,2013-04-10,88,537,6,42,16,6,30,637,2,9,3,6,8,18,9.0,0,0,0,0,0,0,0,0
708,65,Elderly,Postgraduate,Married,66375.0,1,2013-11-21,96,712,0,45,0,0,191,948,3,2,4,5,7,11,3.6666666666666665,1,0,0,0,0,0,0,1
710,27,Middle Age,Graduate,Married,25252.0,1,2013-07-12,26,1,3,4,2,2,6,18,1,1,0,2,8,3,3.0,0,0,0,0,0,0,0,0
711,47,Adult,Postgraduate,Single,55250.0,1,2012-10-21,49,664,58,83,32,0,66,903,4,7,5,10,5,22,5.5,0,0,0,0,0,0,0,0
712,38,Middle Age,Graduate,Single,33249.0,1,2013-02-20,11,6,10,21,19,14,42,112,2,2,1,3,6,6,3.0,0,0,0,0,0,0,0,0
713,60,Adult,Graduate,Married,58398.0,0,2013-05-14,44,299,5,201,21,21,49,596,3,5,4,8,4,17,5.666666666666667,0,0,0,0,0,0,0,0
714,31,Middle Age,Graduate,Married,50272.0,1,2013-08-07,75,99,13,66,43,8,4,233,3,4,1,5,7,10,3.3333333333333335,0,0,0,0,0,0,0,0
715,37,Middle Age,Postgraduate,Married,76618.0,0,2012-12-07,64,749,40,294,121,160,147,1511,1,3,2,5,1,10,10.0,0,0,0,0,0,0,0,0
716,52,Adult,Postgraduate,Divorced,87305.0,0,2012-09-23,19,345,25,501,63,138,80,1152,1,5,3,8,2,16,16.0,0,0,1,0,0,0,1,2
717,35,Middle Age,Graduate,Married,25851.0,1,2013-02-11,45,9,4,18,7,5,5,48,2,2,0,3,7,5,2.5,0,0,0,0,0,0,0,0
718,43,Middle Age,Graduate,Divorced,58710.0,1,2013-03-31,77,440,81,368,0,122,174,1185,6,11,5,9,6,25,4.166666666666667,0,0,0,0,0,0,0,0
719,56,Adult,Graduate,Single,45160.0,2,2014-03-29,9,8,2,5,3,0,3,21,1,1,0,2,7,3,3.0,0,0,0,0,0,0,0,0
720,47,Adult,Postgraduate,Married,74806.0,1,2012-12-19,1,670,9,249,0,28,9,965,2,5,4,5,4,14,7.0,0,0,0,0,0,0,0,0
721,59,Adult,Graduate,Married,59111.0,0,2013-05-02,90,524,0,134,28,28,155,869,1,11,1,8,7,20,20.0,0,0,0,0,0,0,0,0
722,30,Middle Age,Postgraduate,Married,18988.0,1,2014-05-23,43,6,0,6,2,1,1,16,2,1,0,3,7,4,2.0,0,0,0,0,0,0,0,0
723,48,Adult,Graduate,Married,72190.0,0,2013-02-13,79,597,166,597,172,166,249,1947,1,5,6,4,3,15,15.0,0,0,0,0,0,0,0,0
724,36,Middle Age,Graduate,Married,7500.0,1,2012-08-01,19,7,0,12,13,7,32,71,5,4,1,2,9,7,1.4,1,0,0,0,0,0,1,2
726,58,Adult,Graduate,Married,80395.0,0,2013-11-23,62,445,25,706,80,76,48,1380,1,6,5,12,2,23,23.0,0,0,0,1,0,0,0,1
727,38,Middle Age,Postgraduate,Divorced,75012.0,0,2014-01-25,41,294,142,218,164,58,151,1027,1,3,8,11,1,22,22.0,0,0,0,0,0,0,0,0
728,48,Adult,Postgraduate,Married,56962.0,3,2013-10-11,60,292,3,77,10,3,26,411,7,6,3,5,7,14,2.0,0,0,0,0,0,0,0,0
729,22,Young Adult,Graduate,Married,89891.0,0,2013-04-15,17,412,22,132,59,28,183,836,1,11,6,8,4,25,25.0,0,0,1,0,0,0,0,1
730,64,Adult,Postgraduate,Divorced,35946.0,2,2013-09-27,24,8,0,3,0,0,0,11,1,0,0,3,5,3,3.0,0,0,0,0,0,0,0,0
731,59,Adult,Postgraduate,Married,53593.0,2,2012-08-07,60,349,4,78,6,0,43,480,8,7,2,6,8,15,1.875,0,0,0,0,0,0,0,0
